,word,word_count,new_date_x,percentage
1077,total,4,2020-02-17,0.009259259259259260
1078,total,0,2020-02-18,0.0
1079,total,2,2020-02-19,0.004228329809725160
1080,total,3,2020-02-20,0.006263048016701460
1081,total,4,2020-02-21,0.007380073800738010
1082,total,3,2020-02-22,0.012711864406779700
1083,total,5,2020-02-23,0.016722408026755900
1084,total,4,2020-02-24,0.007352941176470590
1085,total,3,2020-02-25,0.0066518847006651900
1086,total,6,2020-02-26,0.012396694214876000
1087,total,2,2020-02-27,0.003976143141153080
1088,total,5,2020-02-28,0.01006036217303820
1089,total,5,2020-02-29,0.01718213058419240
1090,total,3,2020-03-01,0.009345794392523360
1091,total,4,2020-03-02,0.007905138339920950
1092,total,3,2020-03-03,0.006211180124223600
1093,total,5,2020-03-04,0.008880994671403200
1094,total,5,2020-03-05,0.010869565217391300
1095,total,9,2020-03-06,0.018
1096,total,4,2020-03-07,0.013289036544850500
1097,total,3,2020-03-08,0.010752688172043000
1098,total,4,2020-03-09,0.006896551724137930
1099,total,3,2020-03-10,0.006355932203389830
1100,total,3,2020-03-11,0.006198347107438020
1101,total,3,2020-03-12,0.006369426751592360
1102,total,1,2020-03-13,0.0017857142857142900
1103,total,1,2020-03-14,0.0032258064516129000
1104,total,1,2020-03-15,0.0038022813688212900
1105,total,2,2020-03-16,0.003913894324853230
1106,total,3,2020-03-17,0.006437768240343350
1107,total,4,2020-03-18,0.0075046904315197
1108,total,2,2020-03-19,0.004415011037527590
1109,total,5,2020-03-20,0.010964912280701800
1110,total,3,2020-03-21,0.010238907849829400
1111,total,3,2020-03-22,0.008426966292134830
1112,total,3,2020-03-23,0.006072874493927130
1113,total,7,2020-03-24,0.012612612612612600
1114,total,6,2020-03-25,0.012048192771084300
1115,total,8,2020-03-26,0.014109347442680800
1116,total,7,2020-03-27,0.014227642276422800
1117,total,7,2020-03-28,0.017676767676767700
1118,chinas,0,2020-01-03,0.0
1119,chinas,2,2020-01-04,0.006711409395973150
1120,chinas,4,2020-01-05,0.012618296529968500
1121,chinas,2,2020-01-06,0.004166666666666670
1122,chinas,2,2020-01-07,0.004739336492891000
1123,chinas,7,2020-01-08,0.012939001848428800
1124,chinas,2,2020-01-09,0.004629629629629630
1125,chinas,1,2020-01-10,0.002352941176470590
1126,chinas,4,2020-01-11,0.013937282229965200
1127,chinas,7,2020-01-12,0.02356902356902360
1128,chinas,4,2020-01-13,0.009950248756218910
1129,chinas,3,2020-01-14,0.0070921985815602800
1130,chinas,3,2020-01-15,0.006622516556291390
1131,chinas,4,2020-01-16,0.008849557522123890
1132,chinas,3,2020-01-17,0.0063025210084033600
1133,chinas,0,2020-01-18,0.0
1134,chinas,1,2020-01-19,0.0027247956403269800
1135,chinas,0,2020-01-20,0.0
1136,chinas,3,2020-01-21,0.007352941176470590
1137,chinas,2,2020-01-22,0.005681818181818180
1138,chinas,0,2020-01-23,0.0
1139,chinas,0,2020-01-24,0.0
1140,chinas,0,2020-01-25,0.0
1141,chinas,0,2020-01-26,0.0
1142,chinas,1,2020-01-27,0.003367003367003370
1143,chinas,1,2020-01-28,0.003048780487804880
