,count_in_china_andothers,word_in_china_andothers,datechina_andothers,count_in_onlyworld,word_in_onlyworld,dateonlyworld,count_in_onlychina,word_in_onlychina,dateonlychina,count_in_all,word_in_all,dateall,percent_in_china_andothers,word_in_china_andothers_y,datechina_andothers_y,percent_in_only_world,word_in_only_world,dateonly_world,percent_in_only_china,word_in_only_china,dateonly_china
383,0,hospitals,2020-03,0,hospitals,2020-03,7,hospitals,2020-03,11,hospitals,2020-03,0.0,hospitals,2020-03,0.0,hospitals,2020-03,0.0014090177133655400,hospitals,2020-03
384,0,region,2020-01,0,region,2020-01,10,region,2020-01,18,region,2020-01,0.0,region,2020-01,0.0,region,2020-01,0.0019557989438685700,region,2020-01
385,0,region,2020-02,1,region,2020-02,5,region,2020-02,6,region,2020-02,0.0,region,2020-02,0.00016966406515100100,region,2020-02,0.0008483203257550050,region,2020-02
386,0,region,2020-03,2,region,2020-03,4,region,2020-03,9,region,2020-03,0.0,region,2020-03,0.00040257648953301100,region,2020-03,0.0008051529790660230,region,2020-03
387,0,th,2020-01,0,th,2020-01,3,th,2020-01,7,th,2020-01,0.0,th,2020-01,0.0,th,2020-01,0.000586739683160571,th,2020-01
388,0,th,2020-02,0,th,2020-02,6,th,2020-02,11,th,2020-02,0.0,th,2020-02,0.0,th,2020-02,0.0010179843909060100,th,2020-02
389,0,th,2020-03,5,th,2020-03,2,th,2020-03,14,th,2020-03,0.0,th,2020-03,0.001006441223832530,th,2020-03,0.00040257648953301100,th,2020-03
390,0,lake,2020-01,0,lake,2020-01,14,lake,2020-01,15,lake,2020-01,0.0,lake,2020-01,0.0,lake,2020-01,0.0027381185214160000,lake,2020-01
391,0,lake,2020-02,0,lake,2020-02,4,lake,2020-02,8,lake,2020-02,0.0,lake,2020-02,0.0,lake,2020-02,0.0006786562606040040,lake,2020-02
392,0,lake,2020-03,0,lake,2020-03,5,lake,2020-03,9,lake,2020-03,0.0,lake,2020-03,0.0,lake,2020-03,0.001006441223832530,lake,2020-03
393,0,enjoy,2020-01,0,enjoy,2020-01,2,enjoy,2020-01,6,enjoy,2020-01,0.0,enjoy,2020-01,0.0,enjoy,2020-01,0.00039115978877371400,enjoy,2020-01
394,0,enjoy,2020-02,0,enjoy,2020-02,5,enjoy,2020-02,15,enjoy,2020-02,0.0,enjoy,2020-02,0.0,enjoy,2020-02,0.0008483203257550050,enjoy,2020-02
395,0,enjoy,2020-03,0,enjoy,2020-03,4,enjoy,2020-03,11,enjoy,2020-03,0.0,enjoy,2020-03,0.0,enjoy,2020-03,0.0008051529790660230,enjoy,2020-03
396,0,korea,2020-01,1,korea,2020-01,0,korea,2020-01,1,korea,2020-01,0.0,korea,2020-01,0.00019557989438685700,korea,2020-01,0.0,korea,2020-01
397,0,korea,2020-02,13,korea,2020-02,0,korea,2020-02,13,korea,2020-02,0.0,korea,2020-02,0.002205632846963010,korea,2020-02,0.0,korea,2020-02
398,4,korea,2020-03,16,korea,2020-03,0,korea,2020-03,18,korea,2020-03,0.005270092226613970,korea,2020-03,0.00322061191626409,korea,2020-03,0.0,korea,2020-03
399,0,tibet,2020-01,0,tibet,2020-01,6,tibet,2020-01,14,tibet,2020-01,0.0,tibet,2020-01,0.0,tibet,2020-01,0.001173479366321140,tibet,2020-01
400,0,tibet,2020-02,0,tibet,2020-02,4,tibet,2020-02,6,tibet,2020-02,0.0,tibet,2020-02,0.0,tibet,2020-02,0.0006786562606040040,tibet,2020-02
401,0,tibet,2020-03,0,tibet,2020-03,9,tibet,2020-03,12,tibet,2020-03,0.0,tibet,2020-03,0.0,tibet,2020-03,0.0018115942028985500,tibet,2020-03
402,0,hongkong,2020-01,0,hongkong,2020-01,5,hongkong,2020-01,13,hongkong,2020-01,0.0,hongkong,2020-01,0.0,hongkong,2020-01,0.0009778994719342850,hongkong,2020-01
403,0,hongkong,2020-02,2,hongkong,2020-02,6,hongkong,2020-02,16,hongkong,2020-02,0.0,hongkong,2020-02,0.00033932813030200200,hongkong,2020-02,0.0010179843909060100,hongkong,2020-02
404,0,hongkong,2020-03,0,hongkong,2020-03,1,hongkong,2020-03,3,hongkong,2020-03,0.0,hongkong,2020-03,0.0,hongkong,2020-03,0.00020128824476650600,hongkong,2020-03
405,0,ship,2020-01,0,ship,2020-01,2,ship,2020-01,4,ship,2020-01,0.0,ship,2020-01,0.0,ship,2020-01,0.00039115978877371400,ship,2020-01
406,0,ship,2020-02,0,ship,2020-02,2,ship,2020-02,18,ship,2020-02,0.0,ship,2020-02,0.0,ship,2020-02,0.00033932813030200200,ship,2020-02
407,0,ship,2020-03,4,ship,2020-03,2,ship,2020-03,9,ship,2020-03,0.0,ship,2020-03,0.0008051529790660230,ship,2020-03,0.00040257648953301100,ship,2020-03
408,1,help,2020-01,1,help,2020-01,4,help,2020-01,8,help,2020-01,0.0031847133757961800,help,2020-01,0.00019557989438685700,help,2020-01,0.0007823195775474280,help,2020-01
409,1,help,2020-02,2,help,2020-02,4,help,2020-02,11,help,2020-02,0.003787878787878790,help,2020-02,0.00033932813030200200,help,2020-02,0.0006786562606040040,help,2020-02
410,7,help,2020-03,2,help,2020-03,5,help,2020-03,12,help,2020-03,0.00922266139657444,help,2020-03,0.00040257648953301100,help,2020-03,0.001006441223832530,help,2020-03
411,0,xinjiang,2020-01,0,xinjiang,2020-01,20,xinjiang,2020-01,20,xinjiang,2020-01,0.0,xinjiang,2020-01,0.0,xinjiang,2020-01,0.003911597887737140,xinjiang,2020-01
412,0,xinjiang,2020-02,0,xinjiang,2020-02,7,xinjiang,2020-02,7,xinjiang,2020-02,0.0,xinjiang,2020-02,0.0,xinjiang,2020-02,0.0011876484560570100,xinjiang,2020-02
413,0,xinjiang,2020-03,0,xinjiang,2020-03,4,xinjiang,2020-03,4,xinjiang,2020-03,0.0,xinjiang,2020-03,0.0,xinjiang,2020-03,0.0008051529790660230,xinjiang,2020-03
414,0,prime,2020-01,0,prime,2020-01,1,prime,2020-01,3,prime,2020-01,0.0,prime,2020-01,0.0,prime,2020-01,0.00019557989438685700,prime,2020-01
415,1,prime,2020-02,2,prime,2020-02,6,prime,2020-02,12,prime,2020-02,0.003787878787878790,prime,2020-02,0.00033932813030200200,prime,2020-02,0.0010179843909060100,prime,2020-02
416,1,prime,2020-03,2,prime,2020-03,1,prime,2020-03,16,prime,2020-03,0.0013175230566534900,prime,2020-03,0.00040257648953301100,prime,2020-03,0.00020128824476650600,prime,2020-03
417,0,like,2020-01,0,like,2020-01,10,like,2020-01,16,like,2020-01,0.0,like,2020-01,0.0,like,2020-01,0.0019557989438685700,like,2020-01
418,0,like,2020-02,0,like,2020-02,5,like,2020-02,12,like,2020-02,0.0,like,2020-02,0.0,like,2020-02,0.0008483203257550050,like,2020-02
419,0,like,2020-03,0,like,2020-03,1,like,2020-03,3,like,2020-03,0.0,like,2020-03,0.0,like,2020-03,0.00020128824476650600,like,2020-03
420,0,residents,2020-01,1,residents,2020-01,5,residents,2020-01,8,residents,2020-01,0.0,residents,2020-01,0.00019557989438685700,residents,2020-01,0.0009778994719342850,residents,2020-01
421,0,residents,2020-02,0,residents,2020-02,7,residents,2020-02,12,residents,2020-02,0.0,residents,2020-02,0.0,residents,2020-02,0.0011876484560570100,residents,2020-02
422,0,residents,2020-03,4,residents,2020-03,3,residents,2020-03,11,residents,2020-03,0.0,residents,2020-03,0.0008051529790660230,residents,2020-03,0.0006038647342995170,residents,2020-03
423,0,prevention,2020-01,0,prevention,2020-01,3,prevention,2020-01,4,prevention,2020-01,0.0,prevention,2020-01,0.0,prevention,2020-01,0.000586739683160571,prevention,2020-01
424,0,prevention,2020-02,0,prevention,2020-02,14,prevention,2020-02,21,prevention,2020-02,0.0,prevention,2020-02,0.0,prevention,2020-02,0.0023752969121140100,prevention,2020-02
425,0,prevention,2020-03,1,prevention,2020-03,4,prevention,2020-03,6,prevention,2020-03,0.0,prevention,2020-03,0.00020128824476650600,prevention,2020-03,0.0008051529790660230,prevention,2020-03
426,0,three,2020-01,1,three,2020-01,4,three,2020-01,9,three,2020-01,0.0,three,2020-01,0.00019557989438685700,three,2020-01,0.0007823195775474280,three,2020-01
427,0,three,2020-02,1,three,2020-02,8,three,2020-02,13,three,2020-02,0.0,three,2020-02,0.00016966406515100100,three,2020-02,0.0013573125212080100,three,2020-02
428,0,three,2020-03,0,three,2020-03,3,three,2020-03,9,three,2020-03,0.0,three,2020-03,0.0,three,2020-03,0.0006038647342995170,three,2020-03
429,0,view,2020-01,0,view,2020-01,4,view,2020-01,7,view,2020-01,0.0,view,2020-01,0.0,view,2020-01,0.0007823195775474280,view,2020-01
430,0,view,2020-02,0,view,2020-02,9,view,2020-02,15,view,2020-02,0.0,view,2020-02,0.0,view,2020-02,0.001526976586359010,view,2020-02
431,0,view,2020-03,0,view,2020-03,3,view,2020-03,9,view,2020-03,0.0,view,2020-03,0.0,view,2020-03,0.0006038647342995170,view,2020-03
432,0,scenery,2020-01,1,scenery,2020-01,7,scenery,2020-01,10,scenery,2020-01,0.0,scenery,2020-01,0.00019557989438685700,scenery,2020-01,0.0013690592607080000,scenery,2020-01
433,0,scenery,2020-02,0,scenery,2020-02,8,scenery,2020-02,14,scenery,2020-02,0.0,scenery,2020-02,0.0,scenery,2020-02,0.0013573125212080100,scenery,2020-02
434,0,scenery,2020-03,0,scenery,2020-03,6,scenery,2020-03,7,scenery,2020-03,0.0,scenery,2020-03,0.0,scenery,2020-03,0.0012077294685990300,scenery,2020-03
435,0,long,2020-01,0,long,2020-01,8,long,2020-01,10,long,2020-01,0.0,long,2020-01,0.0,long,2020-01,0.0015646391550948600,long,2020-01
436,0,long,2020-02,0,long,2020-02,5,long,2020-02,8,long,2020-02,0.0,long,2020-02,0.0,long,2020-02,0.0008483203257550050,long,2020-02
437,0,long,2020-03,0,long,2020-03,6,long,2020-03,12,long,2020-03,0.0,long,2020-03,0.0,long,2020-03,0.0012077294685990300,long,2020-03
438,0,deathsn,2020-01,0,deathsn,2020-01,0,deathsn,2020-01,0,deathsn,2020-01,0.0,deathsn,2020-01,0.0,deathsn,2020-01,0.0,deathsn,2020-01
439,0,deathsn,2020-02,0,deathsn,2020-02,10,deathsn,2020-02,10,deathsn,2020-02,0.0,deathsn,2020-02,0.0,deathsn,2020-02,0.0016966406515100100,deathsn,2020-02
440,3,deathsn,2020-03,5,deathsn,2020-03,16,deathsn,2020-03,20,deathsn,2020-03,0.003952569169960470,deathsn,2020-03,0.001006441223832530,deathsn,2020-03,0.00322061191626409,deathsn,2020-03
441,0,nn,2020-01,0,nn,2020-01,0,nn,2020-01,0,nn,2020-01,0.0,nn,2020-01,0.0,nn,2020-01,0.0,nn,2020-01
442,0,nn,2020-02,0,nn,2020-02,8,nn,2020-02,10,nn,2020-02,0.0,nn,2020-02,0.0,nn,2020-02,0.0013573125212080100,nn,2020-02
443,2,nn,2020-03,4,nn,2020-03,12,nn,2020-03,20,nn,2020-03,0.002635046113306980,nn,2020-03,0.0008051529790660230,nn,2020-03,0.0024154589371980700,nn,2020-03
444,1,jan,2020-01,1,jan,2020-01,15,jan,2020-01,24,jan,2020-01,0.0031847133757961800,jan,2020-01,0.00019557989438685700,jan,2020-01,0.0029336984158028600,jan,2020-01
445,0,jan,2020-02,0,jan,2020-02,1,jan,2020-02,3,jan,2020-02,0.0,jan,2020-02,0.0,jan,2020-02,0.00016966406515100100,jan,2020-02
446,0,jan,2020-03,0,jan,2020-03,2,jan,2020-03,3,jan,2020-03,0.0,jan,2020-03,0.0,jan,2020-03,0.00040257648953301100,jan,2020-03
447,0,spread,2020-01,0,spread,2020-01,2,spread,2020-01,4,spread,2020-01,0.0,spread,2020-01,0.0,spread,2020-01,0.00039115978877371400,spread,2020-01
448,1,spread,2020-02,1,spread,2020-02,2,spread,2020-02,5,spread,2020-02,0.003787878787878790,spread,2020-02,0.00016966406515100100,spread,2020-02,0.00033932813030200200,spread,2020-02
449,1,spread,2020-03,8,spread,2020-03,4,spread,2020-03,20,spread,2020-03,0.0013175230566534900,spread,2020-03,0.001610305958132050,spread,2020-03,0.0008051529790660230,spread,2020-03
450,0,donated,2020-01,0,donated,2020-01,0,donated,2020-01,1,donated,2020-01,0.0,donated,2020-01,0.0,donated,2020-01,0.0,donated,2020-01
451,0,donated,2020-02,0,donated,2020-02,10,donated,2020-02,12,donated,2020-02,0.0,donated,2020-02,0.0,donated,2020-02,0.0016966406515100100,donated,2020-02
452,7,donated,2020-03,3,donated,2020-03,10,donated,2020-03,15,donated,2020-03,0.00922266139657444,donated,2020-03,0.0006038647342995170,donated,2020-03,0.002012882447665060,donated,2020-03
453,0,autonomous,2020-01,0,autonomous,2020-01,8,autonomous,2020-01,15,autonomous,2020-01,0.0,autonomous,2020-01,0.0,autonomous,2020-01,0.0015646391550948600,autonomous,2020-01
454,0,autonomous,2020-02,0,autonomous,2020-02,4,autonomous,2020-02,5,autonomous,2020-02,0.0,autonomous,2020-02,0.0,autonomous,2020-02,0.0006786562606040040,autonomous,2020-02
455,0,autonomous,2020-03,0,autonomous,2020-03,6,autonomous,2020-03,8,autonomous,2020-03,0.0,autonomous,2020-03,0.0,autonomous,2020-03,0.0012077294685990300,autonomous,2020-03
456,2,made,2020-01,1,made,2020-01,3,made,2020-01,11,made,2020-01,0.006369426751592360,made,2020-01,0.00019557989438685700,made,2020-01,0.000586739683160571,made,2020-01
457,0,made,2020-02,0,made,2020-02,6,made,2020-02,9,made,2020-02,0.0,made,2020-02,0.0,made,2020-02,0.0010179843909060100,made,2020-02
458,0,made,2020-03,0,made,2020-03,7,made,2020-03,8,made,2020-03,0.0,made,2020-03,0.0,made,2020-03,0.0014090177133655400,made,2020-03
459,0,cruise,2020-01,0,cruise,2020-01,0,cruise,2020-01,0,cruise,2020-01,0.0,cruise,2020-01,0.0,cruise,2020-01,0.0,cruise,2020-01
460,0,cruise,2020-02,2,cruise,2020-02,2,cruise,2020-02,24,cruise,2020-02,0.0,cruise,2020-02,0.00033932813030200200,cruise,2020-02,0.00033932813030200200,cruise,2020-02
461,0,cruise,2020-03,1,cruise,2020-03,0,cruise,2020-03,4,cruise,2020-03,0.0,cruise,2020-03,0.00020128824476650600,cruise,2020-03,0.0,cruise,2020-03
462,0,quarantine,2020-01,0,quarantine,2020-01,0,quarantine,2020-01,0,quarantine,2020-01,0.0,quarantine,2020-01,0.0,quarantine,2020-01,0.0,quarantine,2020-01
463,0,quarantine,2020-02,1,quarantine,2020-02,8,quarantine,2020-02,11,quarantine,2020-02,0.0,quarantine,2020-02,0.00016966406515100100,quarantine,2020-02,0.0013573125212080100,quarantine,2020-02
464,2,quarantine,2020-03,2,quarantine,2020-03,8,quarantine,2020-03,16,quarantine,2020-03,0.002635046113306980,quarantine,2020-03,0.00040257648953301100,quarantine,2020-03,0.001610305958132050,quarantine,2020-03
465,0,york,2020-01,0,york,2020-01,0,york,2020-01,1,york,2020-01,0.0,york,2020-01,0.0,york,2020-01,0.0,york,2020-01
466,0,york,2020-02,0,york,2020-02,0,york,2020-02,0,york,2020-02,0.0,york,2020-02,0.0,york,2020-02,0.0,york,2020-02
467,0,york,2020-03,6,york,2020-03,1,york,2020-03,26,york,2020-03,0.0,york,2020-03,0.0012077294685990300,york,2020-03,0.00020128824476650600,york,2020-03
468,0,experts,2020-01,0,experts,2020-01,2,experts,2020-01,3,experts,2020-01,0.0,experts,2020-01,0.0,experts,2020-01,0.00039115978877371400,experts,2020-01
469,0,experts,2020-02,0,experts,2020-02,6,experts,2020-02,8,experts,2020-02,0.0,experts,2020-02,0.0,experts,2020-02,0.0010179843909060100,experts,2020-02
470,6,experts,2020-03,2,experts,2020-03,7,experts,2020-03,16,experts,2020-03,0.007905138339920950,experts,2020-03,0.00040257648953301100,experts,2020-03,0.0014090177133655400,experts,2020-03
471,0,party,2020-01,1,party,2020-01,7,party,2020-01,11,party,2020-01,0.0,party,2020-01,0.00019557989438685700,party,2020-01,0.0013690592607080000,party,2020-01
472,0,party,2020-02,0,party,2020-02,8,party,2020-02,11,party,2020-02,0.0,party,2020-02,0.0,party,2020-02,0.0013573125212080100,party,2020-02
473,0,party,2020-03,1,party,2020-03,4,party,2020-03,5,party,2020-03,0.0,party,2020-03,0.00020128824476650600,party,2020-03,0.0008051529790660230,party,2020-03
474,0,countries,2020-01,0,countries,2020-01,0,countries,2020-01,2,countries,2020-01,0.0,countries,2020-01,0.0,countries,2020-01,0.0,countries,2020-01
475,0,countries,2020-02,1,countries,2020-02,1,countries,2020-02,6,countries,2020-02,0.0,countries,2020-02,0.00016966406515100100,countries,2020-02,0.00016966406515100100,countries,2020-02
476,0,countries,2020-03,1,countries,2020-03,7,countries,2020-03,19,countries,2020-03,0.0,countries,2020-03,0.00020128824476650600,countries,2020-03,0.0014090177133655400,countries,2020-03
477,1,travel,2020-01,0,travel,2020-01,1,travel,2020-01,7,travel,2020-01,0.0031847133757961800,travel,2020-01,0.0,travel,2020-01,0.00019557989438685700,travel,2020-01
478,0,travel,2020-02,2,travel,2020-02,1,travel,2020-02,6,travel,2020-02,0.0,travel,2020-02,0.00033932813030200200,travel,2020-02,0.00016966406515100100,travel,2020-02
479,0,travel,2020-03,6,travel,2020-03,5,travel,2020-03,14,travel,2020-03,0.0,travel,2020-03,0.0012077294685990300,travel,2020-03,0.001006441223832530,travel,2020-03
480,0,thur,2020-01,1,thur,2020-01,0,thur,2020-01,5,thur,2020-01,0.0,thur,2020-01,0.00019557989438685700,thur,2020-01,0.0,thur,2020-01
481,0,thur,2020-02,3,thur,2020-02,4,thur,2020-02,12,thur,2020-02,0.0,thur,2020-02,0.0005089921954530030,thur,2020-02,0.0006786562606040040,thur,2020-02
482,2,thur,2020-03,1,thur,2020-03,3,thur,2020-03,10,thur,2020-03,0.002635046113306980,thur,2020-03,0.00020128824476650600,thur,2020-03,0.0006038647342995170,thur,2020-03
483,0,pla,2020-01,0,pla,2020-01,2,pla,2020-01,8,pla,2020-01,0.0,pla,2020-01,0.0,pla,2020-01,0.00039115978877371400,pla,2020-01
484,0,pla,2020-02,0,pla,2020-02,9,pla,2020-02,14,pla,2020-02,0.0,pla,2020-02,0.0,pla,2020-02,0.001526976586359010,pla,2020-02
485,0,pla,2020-03,0,pla,2020-03,3,pla,2020-03,5,pla,2020-03,0.0,pla,2020-03,0.0,pla,2020-03,0.0006038647342995170,pla,2020-03
486,0,mountain,2020-01,0,mountain,2020-01,8,mountain,2020-01,9,mountain,2020-01,0.0,mountain,2020-01,0.0,mountain,2020-01,0.0015646391550948600,mountain,2020-01
487,0,mountain,2020-02,0,mountain,2020-02,3,mountain,2020-02,7,mountain,2020-02,0.0,mountain,2020-02,0.0,mountain,2020-02,0.0005089921954530030,mountain,2020-02
488,0,mountain,2020-03,0,mountain,2020-03,6,mountain,2020-03,11,mountain,2020-03,0.0,mountain,2020-03,0.0,mountain,2020-03,0.0012077294685990300,mountain,2020-03
489,0,life,2020-01,0,life,2020-01,2,life,2020-01,4,life,2020-01,0.0,life,2020-01,0.0,life,2020-01,0.00039115978877371400,life,2020-01
490,0,life,2020-02,0,life,2020-02,12,life,2020-02,17,life,2020-02,0.0,life,2020-02,0.0,life,2020-02,0.0020359687818120100,life,2020-02
491,0,life,2020-03,0,life,2020-03,0,life,2020-03,6,life,2020-03,0.0,life,2020-03,0.0,life,2020-03,0.0,life,2020-03
492,0,county,2020-01,0,county,2020-01,6,county,2020-01,8,county,2020-01,0.0,county,2020-01,0.0,county,2020-01,0.001173479366321140,county,2020-01
493,2,county,2020-02,0,county,2020-02,4,county,2020-02,9,county,2020-02,0.007575757575757580,county,2020-02,0.0,county,2020-02,0.0006786562606040040,county,2020-02
494,0,county,2020-03,0,county,2020-03,5,county,2020-03,10,county,2020-03,0.0,county,2020-03,0.0,county,2020-03,0.001006441223832530,county,2020-03
495,0,shows,2020-01,0,shows,2020-01,2,shows,2020-01,6,shows,2020-01,0.0,shows,2020-01,0.0,shows,2020-01,0.00039115978877371400,shows,2020-01
496,0,shows,2020-02,0,shows,2020-02,4,shows,2020-02,11,shows,2020-02,0.0,shows,2020-02,0.0,shows,2020-02,0.0006786562606040040,shows,2020-02
497,0,shows,2020-03,1,shows,2020-03,1,shows,2020-03,10,shows,2020-03,0.0,shows,2020-03,0.00020128824476650600,shows,2020-03,0.00020128824476650600,shows,2020-03
498,0,back,2020-01,0,back,2020-01,2,back,2020-01,5,back,2020-01,0.0,back,2020-01,0.0,back,2020-01,0.00039115978877371400,back,2020-01
499,0,back,2020-02,3,back,2020-02,6,back,2020-02,12,back,2020-02,0.0,back,2020-02,0.0005089921954530030,back,2020-02,0.0010179843909060100,back,2020-02
500,1,back,2020-03,1,back,2020-03,4,back,2020-03,9,back,2020-03,0.0013175230566534900,back,2020-03,0.00020128824476650600,back,2020-03,0.0008051529790660230,back,2020-03
501,3,flights,2020-01,2,flights,2020-01,3,flights,2020-01,8,flights,2020-01,0.009554140127388540,flights,2020-01,0.00039115978877371400,flights,2020-01,0.000586739683160571,flights,2020-01
502,2,flights,2020-02,1,flights,2020-02,4,flights,2020-02,7,flights,2020-02,0.007575757575757580,flights,2020-02,0.00016966406515100100,flights,2020-02,0.0006786562606040040,flights,2020-02
503,0,flights,2020-03,0,flights,2020-03,8,flights,2020-03,11,flights,2020-03,0.0,flights,2020-03,0.0,flights,2020-03,0.001610305958132050,flights,2020-03
504,0,giant,2020-01,0,giant,2020-01,4,giant,2020-01,14,giant,2020-01,0.0,giant,2020-01,0.0,giant,2020-01,0.0007823195775474280,giant,2020-01
505,1,giant,2020-02,1,giant,2020-02,4,giant,2020-02,6,giant,2020-02,0.003787878787878790,giant,2020-02,0.00016966406515100100,giant,2020-02,0.0006786562606040040,giant,2020-02
506,0,giant,2020-03,0,giant,2020-03,1,giant,2020-03,6,giant,2020-03,0.0,giant,2020-03,0.0,giant,2020-03,0.00020128824476650600,giant,2020-03
507,0,doctor,2020-01,0,doctor,2020-01,2,doctor,2020-01,4,doctor,2020-01,0.0,doctor,2020-01,0.0,doctor,2020-01,0.00039115978877371400,doctor,2020-01
508,1,doctor,2020-02,0,doctor,2020-02,6,doctor,2020-02,13,doctor,2020-02,0.003787878787878790,doctor,2020-02,0.0,doctor,2020-02,0.0010179843909060100,doctor,2020-02
509,0,doctor,2020-03,1,doctor,2020-03,5,doctor,2020-03,9,doctor,2020-03,0.0,doctor,2020-03,0.00020128824476650600,doctor,2020-03,0.001006441223832530,doctor,2020-03
510,0,media,2020-01,4,media,2020-01,1,media,2020-01,8,media,2020-01,0.0,media,2020-01,0.0007823195775474280,media,2020-01,0.00019557989438685700,media,2020-01
511,0,media,2020-02,1,media,2020-02,1,media,2020-02,4,media,2020-02,0.0,media,2020-02,0.00016966406515100100,media,2020-02,0.00016966406515100100,media,2020-02
512,1,media,2020-03,4,media,2020-03,4,media,2020-03,14,media,2020-03,0.0013175230566534900,media,2020-03,0.0008051529790660230,media,2020-03,0.0008051529790660230,media,2020-03
513,0,water,2020-01,0,water,2020-01,3,water,2020-01,7,water,2020-01,0.0,water,2020-01,0.0,water,2020-01,0.000586739683160571,water,2020-01
514,0,water,2020-02,1,water,2020-02,5,water,2020-02,11,water,2020-02,0.0,water,2020-02,0.00016966406515100100,water,2020-02,0.0008483203257550050,water,2020-02
515,0,water,2020-03,0,water,2020-03,3,water,2020-03,8,water,2020-03,0.0,water,2020-03,0.0,water,2020-03,0.0006038647342995170,water,2020-03
516,0,spain,2020-01,0,spain,2020-01,0,spain,2020-01,0,spain,2020-01,0.0,spain,2020-01,0.0,spain,2020-01,0.0,spain,2020-01
517,0,spain,2020-02,2,spain,2020-02,0,spain,2020-02,2,spain,2020-02,0.0,spain,2020-02,0.00033932813030200200,spain,2020-02,0.0,spain,2020-02
518,6,spain,2020-03,18,spain,2020-03,3,spain,2020-03,23,spain,2020-03,0.007905138339920950,spain,2020-03,0.0036231884057971000,spain,2020-03,0.0006038647342995170,spain,2020-03
519,0,flowers,2020-01,0,flowers,2020-01,2,flowers,2020-01,4,flowers,2020-01,0.0,flowers,2020-01,0.0,flowers,2020-01,0.00039115978877371400,flowers,2020-01
520,0,flowers,2020-02,0,flowers,2020-02,2,flowers,2020-02,8,flowers,2020-02,0.0,flowers,2020-02,0.0,flowers,2020-02,0.00033932813030200200,flowers,2020-02
521,0,flowers,2020-03,0,flowers,2020-03,5,flowers,2020-03,13,flowers,2020-03,0.0,flowers,2020-03,0.0,flowers,2020-03,0.001006441223832530,flowers,2020-03
522,0,w,2020-01,1,w,2020-01,5,w,2020-01,9,w,2020-01,0.0,w,2020-01,0.00019557989438685700,w,2020-01,0.0009778994719342850,w,2020-01
523,0,w,2020-02,3,w,2020-02,5,w,2020-02,11,w,2020-02,0.0,w,2020-02,0.0005089921954530030,w,2020-02,0.0008483203257550050,w,2020-02
524,0,w,2020-03,1,w,2020-03,3,w,2020-03,5,w,2020-03,0.0,w,2020-03,0.00020128824476650600,w,2020-03,0.0006038647342995170,w,2020-03
525,0,recently,2020-01,0,recently,2020-01,3,recently,2020-01,4,recently,2020-01,0.0,recently,2020-01,0.0,recently,2020-01,0.000586739683160571,recently,2020-01
526,0,recently,2020-02,0,recently,2020-02,3,recently,2020-02,7,recently,2020-02,0.0,recently,2020-02,0.0,recently,2020-02,0.0005089921954530030,recently,2020-02
527,0,recently,2020-03,5,recently,2020-03,7,recently,2020-03,14,recently,2020-03,0.0,recently,2020-03,0.001006441223832530,recently,2020-03,0.0014090177133655400,recently,2020-03
528,0,starting,2020-01,0,starting,2020-01,5,starting,2020-01,5,starting,2020-01,0.0,starting,2020-01,0.0,starting,2020-01,0.0009778994719342850,starting,2020-01
529,1,starting,2020-02,0,starting,2020-02,7,starting,2020-02,10,starting,2020-02,0.003787878787878790,starting,2020-02,0.0,starting,2020-02,0.0011876484560570100,starting,2020-02
530,0,starting,2020-03,2,starting,2020-03,5,starting,2020-03,10,starting,2020-03,0.0,starting,2020-03,0.00040257648953301100,starting,2020-03,0.001006441223832530,starting,2020-03
531,0,infection,2020-01,0,infection,2020-01,0,infection,2020-01,1,infection,2020-01,0.0,infection,2020-01,0.0,infection,2020-01,0.0,infection,2020-01
532,0,infection,2020-02,3,infection,2020-02,9,infection,2020-02,17,infection,2020-02,0.0,infection,2020-02,0.0005089921954530030,infection,2020-02,0.001526976586359010,infection,2020-02
533,0,infection,2020-03,4,infection,2020-03,1,infection,2020-03,7,infection,2020-03,0.0,infection,2020-03,0.0008051529790660230,infection,2020-03,0.00020128824476650600,infection,2020-03
534,0,shandong,2020-01,0,shandong,2020-01,3,shandong,2020-01,5,shandong,2020-01,0.0,shandong,2020-01,0.0,shandong,2020-01,0.000586739683160571,shandong,2020-01
535,0,shandong,2020-02,0,shandong,2020-02,7,shandong,2020-02,12,shandong,2020-02,0.0,shandong,2020-02,0.0,shandong,2020-02,0.0011876484560570100,shandong,2020-02
536,0,shandong,2020-03,0,shandong,2020-03,4,shandong,2020-03,8,shandong,2020-03,0.0,shandong,2020-03,0.0,shandong,2020-03,0.0008051529790660230,shandong,2020-03
537,0,beautiful,2020-01,0,beautiful,2020-01,7,beautiful,2020-01,10,beautiful,2020-01,0.0,beautiful,2020-01,0.0,beautiful,2020-01,0.0013690592607080000,beautiful,2020-01
538,0,beautiful,2020-02,0,beautiful,2020-02,4,beautiful,2020-02,8,beautiful,2020-02,0.0,beautiful,2020-02,0.0,beautiful,2020-02,0.0006786562606040040,beautiful,2020-02
539,0,beautiful,2020-03,0,beautiful,2020-03,5,beautiful,2020-03,7,beautiful,2020-03,0.0,beautiful,2020-03,0.0,beautiful,2020-03,0.001006441223832530,beautiful,2020-03
540,0,france,2020-01,1,france,2020-01,0,france,2020-01,1,france,2020-01,0.0,france,2020-01,0.00019557989438685700,france,2020-01,0.0,france,2020-01
